SubscribeID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Subscribe Duration,Country,Age,Gender,Device
1,Basic,10,8/23/2022,6/29/2023,310,Germany,32,Female,Tablet
3,Premium,10,8/16/2022,6/29/2023,317,France,37,Female,Tablet
1,Basic,13,11/8/2022,6/30/2023,234,Brazil,45,Male,Smartphone
2,Standard,10,1/8/2022,6/30/2023,538,Mexico,40,Female,Smartphone
3,Premium,14,1/8/2022,6/29/2023,537,Spain,44,Male,Laptop
1,Basic,12,1/8/2022,6/29/2023,537,Italy,29,Female,Tablet
3,Premium,14,2/8/2022,6/30/2023,507,Spain,50,Male,Laptop
1,Basic,11,4/8/2022,6/29/2023,447,Spain,32,Female,Laptop
2,Standard,14,4/8/2022,6/29/2023,447,United States,39,Male,Laptop
2,Standard,15,7/7/2022,6/30/2023,358,Canada,43,Female,Smartphone
1,Basic,12,6/27/2022,6/30/2023,368,United States,49,Female,Smartphone
3,Premium,13,6/19/2022,6/29/2023,375,United States,30,Male,Tablet
1,Basic,12,6/19/2022,6/29/2023,375,Canada,47,Male,Tablet
2,Standard,10,6/18/2022,6/29/2023,376,United Kingdom,51,Female,Laptop
3,Premium,14,6/19/2022,6/30/2023,376,Australia,40,Male,Tablet
1,Basic,14,6/24/2022,6/28/2023,369,Germany,40,Male,Laptop
3,Premium,11,6/30/2022,6/30/2023,365,France,49,Male,Smartphone
1,Basic,15,2/7/2022,6/30/2023,508,Brazil,43,Female,Tablet
2,Standard,14,6/26/2022,1/7/2023,195,Mexico,44,Female,Smartphone
2,Standard,13,6/21/2022,6/28/2023,372,Spain,27,Male,Smartphone
1,Basic,14,6/16/2022,6/29/2023,378,Italy,30,Male,Tablet
3,Premium,14,9/6/2022,6/30/2023,297,Spain,47,Male,Smart TV
1,Basic,13,10/6/2022,6/30/2023,267,Spain,51,Male,Smartphone
2,Standard,15,10/6/2022,6/28/2023,265,United States,31,Female,Laptop
3,Premium,13,11/6/2022,6/29/2023,235,Canada,34,Female,Tablet
1,Basic,11,12/6/2022,6/30/2023,206,United States,28,Female,Laptop
1,Basic,15,6/15/2022,6/30/2023,380,United States,32,Male,Smartphone
1,Basic,11,6/25/2022,6/29/2023,369,Canada,41,Male,Smart TV
2,Standard,13,6/30/2022,6/28/2023,363,United Kingdom,40,Male,Smart TV
3,Premium,12,6/7/2022,6/30/2023,388,Australia,46,Male,Smart TV
1,Basic,13,9/7/2022,6/29/2023,295,Germany,47,Male,Smart TV
1,Basic,14,7/18/2022,6/29/2023,346,France,45,Female,Laptop
3,Premium,10,7/24/2022,6/28/2023,339,Brazil,28,Female,Smartphone
2,Standard,12,7/27/2022,6/30/2023,338,Mexico,43,Female,Smartphone
2,Standard,11,10/8/2022,6/29/2023,264,Spain,41,Male,Laptop
1,Basic,13,8/16/2022,6/30/2023,318,Italy,32,Male,Tablet
3,Premium,14,8/23/2022,6/29/2023,310,Spain,44,Female,Smartphone
2,Standard,11,3/9/2022,6/30/2023,478,Spain,32,Male,Laptop
1,Basic,12,4/9/2022,6/29/2023,446,United States,47,Male,Laptop
2,Standard,14,5/9/2022,6/29/2023,416,Canada,37,Male,Smart TV
3,Premium,13,4/9/2022,1/7/2023,273,United States,40,Female,Smartphone
1,Basic,11,8/31/2022,6/29/2023,302,United States,48,Female,Smart TV
3,Premium,10,1/9/2022,2/7/2023,394,Canada,48,Male,Laptop
2,Standard,10,9/15/2022,6/29/2023,287,United Kingdom,35,Male,Laptop
1,Basic,15,9/18/2022,3/7/2023,170,Australia,28,Male,Smart TV
2,Standard,11,9/28/2022,6/29/2023,274,Germany,35,Female,Smart TV
3,Premium,13,9/30/2022,1/7/2023,99,France,43,Male,Smartphone
1,Basic,15,7/10/2022,6/29/2023,354,Brazil,39,Male,Laptop
2,Standard,10,8/10/2022,2/7/2023,181,Mexico,38,Female,Laptop
3,Premium,14,8/10/2022,6/30/2023,324,Spain,36,Female,Smart TV
1,Basic,11,3/10/2022,1/7/2023,303,Italy,42,Female,Laptop
3,Premium,14,4/10/2022,6/28/2023,444,Spain,27,Male,Tablet
1,Basic,12,2/10/2022,1/7/2023,331,Spain,48,Male,Laptop
2,Standard,13,1/10/2022,6/30/2023,536,United States,27,Female,Smart TV
2,Standard,15,3/10/2022,2/7/2023,334,Canada,49,Male,Smartphone
1,Basic,11,10/20/2022,6/28/2023,251,United States,29,Male,Tablet
3,Premium,11,10/21/2022,1/7/2023,78,United States,44,Male,Laptop
1,Basic,11,10/28/2022,6/30/2023,245,Canada,31,Male,Smartphone
2,Standard,13,3/11/2022,1/7/2023,302,United Kingdom,33,Male,Tablet
3,Premium,10,7/11/2022,6/28/2023,352,Australia,36,Female,Smart TV
1,Basic,15,12/11/2022,6/30/2023,201,Germany,43,Female,Laptop
3,Premium,14,11/13/2022,6/29/2023,228,France,30,Female,Smartphone
1,Basic,13,2/11/2022,1/7/2023,330,Brazil,44,Female,Laptop
2,Standard,13,1/11/2022,6/29/2023,534,Mexico,37,Female,Laptop
2,Standard,14,10/31/2022,6/30/2023,242,Spain,27,Male,Laptop
1,Basic,12,10/28/2022,6/29/2023,244,Italy,35,Female,Laptop
3,Premium,13,10/24/2022,6/30/2023,249,Spain,32,Male,Smart TV
1,Basic,12,3/10/2022,6/29/2023,476,Spain,49,Female,Laptop
2,Standard,12,9/13/2022,6/30/2023,290,United States,45,Female,Tablet
3,Premium,11,2/9/2022,6/30/2023,506,Canada,33,Female,Smartphone
1,Basic,14,8/30/2022,6/30/2023,304,United States,37,Female,Smartphone
3,Premium,15,8/25/2022,6/30/2023,309,United States,29,Male,Smartphone
1,Basic,12,11/8/2022,6/30/2023,234,Canada,45,Male,Smart TV
2,Standard,11,5/8/2022,6/30/2023,418,United Kingdom,42,Female,Smartphone
2,Standard,12,2/8/2022,6/30/2023,507,Australia,32,Female,Smart TV
1,Basic,11,3/8/2022,1/7/2023,305,Germany,47,Male,Smartphone
3,Premium,12,4/8/2022,1/7/2023,274,France,27,Male,Smart TV
1,Basic,10,5/8/2022,6/30/2023,418,Brazil,35,Male,Tablet
2,Standard,15,12/7/2022,6/30/2023,205,Mexico,35,Male,Laptop
3,Premium,10,2/7/2022,6/30/2023,508,Spain,48,Male,Tablet
1,Basic,12,6/26/2022,6/30/2023,369,Italy,36,Male,Smartphone
3,Premium,10,6/22/2022,6/29/2023,372,Spain,46,Male,Smartphone
1,Basic,13,6/22/2022,6/30/2023,373,Spain,33,Female,Smartphone
2,Standard,14,6/19/2022,1/7/2023,202,United States,43,Male,Smart TV
2,Standard,14,6/22/2022,2/7/2023,230,Canada,47,Female,Smartphone
1,Basic,15,6/27/2022,6/28/2023,366,United States,39,Female,Laptop
3,Premium,15,1/7/2022,6/30/2023,539,United States,30,Female,Laptop
1,Basic,11,6/28/2022,6/30/2023,367,Canada,46,Male,Tablet
2,Standard,13,6/25/2022,1/7/2023,196,United Kingdom,39,Male,Smart TV
3,Premium,10,6/22/2022,6/28/2023,371,Australia,28,Male,Smartphone
1,Basic,13,9/6/2022,6/29/2023,296,Germany,38,Male,Smartphone
3,Premium,13,10/6/2022,6/30/2023,267,France,36,Male,Laptop
1,Basic,15,11/6/2022,1/7/2023,62,Brazil,33,Male,Laptop
2,Standard,10,11/6/2022,6/28/2023,234,Mexico,50,Male,Smartphone
2,Standard,10,12/6/2022,6/29/2023,205,Spain,38,Male,Smartphone
1,Basic,15,6/13/2022,6/30/2023,382,Italy,29,Male,Smartphone
3,Premium,15,6/18/2022,6/30/2023,377,Spain,47,Female,Smart TV
1,Basic,15,6/29/2022,6/30/2023,366,Spain,31,Female,Tablet
2,Standard,13,6/30/2022,6/28/2023,363,United States,40,Male,Tablet
3,Premium,14,1/7/2022,1/7/2023,365,Canada,50,Male,Laptop
1,Basic,11,7/7/2022,6/30/2023,358,United States,43,Female,Tablet
1,Basic,12,7/13/2022,6/29/2023,351,United States,35,Female,Laptop
1,Basic,11,7/24/2022,6/29/2023,340,Canada,36,Male,Laptop
2,Standard,15,7/29/2022,6/30/2023,336,United Kingdom,30,Male,Smartphone
3,Premium,13,7/31/2022,6/30/2023,334,Australia,47,Female,Smartphone
1,Basic,12,9/8/2022,6/30/2023,295,Germany,30,Female,Laptop
1,Basic,11,8/18/2022,1/7/2023,142,France,37,Male,Smart TV
3,Premium,15,8/20/2022,6/30/2023,314,Brazil,34,Male,Smartphone
2,Standard,15,8/30/2022,6/30/2023,304,Mexico,33,Female,Smart TV
2,Standard,10,1/9/2022,6/29/2023,536,Spain,31,Male,Tablet
1,Basic,13,2/9/2022,3/7/2023,391,Italy,30,Female,Smartphone
3,Premium,10,2/9/2022,6/29/2023,505,Spain,35,Male,Smartphone
2,Standard,14,9/15/2022,2/7/2023,145,Spain,40,Female,Tablet
1,Basic,13,9/17/2022,6/29/2023,285,United States,29,Male,Smartphone
2,Standard,14,9/26/2022,3/7/2023,162,Canada,34,Female,Smart TV
3,Premium,12,9/27/2022,6/29/2023,275,United States,31,Male,Laptop
1,Basic,15,4/10/2022,1/7/2023,272,United States,28,Male,Laptop
3,Premium,12,6/10/2022,6/29/2023,384,Canada,46,Female,Smart TV
2,Standard,11,7/10/2022,2/7/2023,212,United Kingdom,38,Male,Smartphone
1,Basic,13,6/10/2022,6/30/2023,385,Australia,35,Female,Laptop
2,Standard,15,7/10/2022,3/7/2023,240,Germany,49,Male,Smartphone
3,Premium,13,6/10/2022,6/29/2023,384,France,42,Male,Smartphone
1,Basic,14,6/10/2022,2/7/2023,242,Brazil,37,Female,Laptop
2,Standard,13,4/10/2022,1/7/2023,272,Mexico,39,Female,Smartphone
3,Premium,10,10/14/2022,2/7/2023,116,Spain,47,Female,Smart TV
1,Basic,12,10/19/2022,6/29/2023,253,Italy,49,Male,Smartphone
3,Premium,12,10/21/2022,1/7/2023,78,Spain,35,Male,Laptop
1,Basic,11,10/28/2022,6/30/2023,245,Spain,36,Female,Smart TV
2,Standard,11,1/11/2022,2/7/2023,392,United States,40,Male,Tablet
2,Standard,10,12/11/2022,6/29/2023,200,Canada,30,Female,Smart TV
1,Basic,13,11/13/2022,6/30/2023,229,United States,51,Female,Smart TV
3,Premium,15,9/11/2022,6/30/2023,292,United States,47,Male,Laptop
1,Basic,12,8/11/2022,1/7/2023,149,Canada,47,Female,Laptop
2,Standard,14,6/11/2022,6/30/2023,384,United Kingdom,39,Male,Tablet
3,Premium,10,7/11/2022,6/30/2023,354,Australia,49,Male,Smart TV
1,Basic,12,2/11/2022,1/7/2023,330,Germany,33,Male,Laptop
3,Premium,10,6/10/2022,6/30/2023,385,France,32,Female,Smart TV
1,Basic,15,9/16/2022,6/30/2023,287,Brazil,40,Male,Smartphone
2,Standard,14,10/9/2022,6/30/2023,264,Mexico,40,Female,Laptop
2,Standard,12,4/9/2022,6/30/2023,447,Spain,51,Female,Tablet
1,Basic,13,8/26/2022,1/7/2023,134,Italy,50,Male,Smart TV
3,Premium,14,8/14/2022,1/7/2023,146,Spain,50,Female,Smart TV
1,Basic,14,12/8/2022,1/7/2023,30,Spain,47,Male,Smartphone
2,Standard,12,10/8/2022,6/30/2023,265,United States,35,Male,Laptop
3,Premium,11,10/8/2022,1/7/2023,91,Canada,31,Male,Tablet
1,Basic,15,4/8/2022,1/7/2023,274,United States,36,Male,Smartphone
3,Premium,10,5/8/2022,1/7/2023,244,United States,41,Female,Smart TV
1,Basic,13,7/17/2022,6/30/2023,348,Canada,49,Female,Tablet
2,Standard,12,7/16/2022,1/7/2023,175,United Kingdom,34,Female,Tablet
2,Standard,15,7/13/2022,1/7/2023,178,Australia,30,Female,Tablet
1,Basic,13,3/7/2022,2/7/2023,337,Germany,38,Male,Laptop
3,Premium,11,6/24/2022,6/29/2023,370,France,45,Male,Tablet
1,Basic,14,6/21/2022,1/7/2023,200,Brazil,42,Female,Laptop
2,Standard,10,6/22/2022,1/7/2023,199,Mexico,42,Female,Smart TV
3,Premium,10,6/23/2022,2/7/2023,229,Spain,31,Male,Smart TV
1,Basic,14,6/26/2022,6/29/2023,368,Italy,28,Male,Smart TV
3,Premium,11,6/27/2022,6/30/2023,368,Spain,44,Male,Tablet
1,Basic,13,6/28/2022,1/7/2023,193,Spain,30,Male,Smart TV
2,Standard,13,6/28/2022,2/7/2023,224,United States,33,Male,Smartphone
2,Standard,12,6/18/2022,6/29/2023,376,Canada,42,Female,Tablet
1,Basic,11,11/6/2022,6/30/2023,236,United States,31,Male,Smart TV
3,Premium,11,11/6/2022,1/7/2023,62,United States,31,Female,Smartphone
1,Basic,13,12/6/2022,1/7/2023,32,Canada,46,Female,Smart TV
2,Standard,15,6/13/2022,6/29/2023,381,United Kingdom,28,Female,Tablet
3,Premium,11,6/13/2022,6/29/2023,381,Australia,50,Male,Tablet
1,Basic,11,6/18/2022,2/7/2023,234,Germany,34,Male,Tablet
3,Premium,15,6/23/2022,6/30/2023,372,France,45,Female,Smart TV
1,Basic,12,6/26/2022,6/30/2023,369,Brazil,38,Female,Laptop
2,Standard,13,6/29/2022,6/29/2023,365,Mexico,42,Female,Laptop
2,Standard,10,2/7/2022,1/7/2023,334,Spain,45,Female,Smartphone
1,Basic,10,6/7/2022,6/30/2023,388,Italy,44,Male,Smart TV
3,Premium,14,7/18/2022,6/30/2023,347,Spain,50,Female,Smart TV
1,Basic,15,7/29/2022,6/30/2023,336,Spain,38,Male,Tablet
2,Standard,13,7/30/2022,1/7/2023,161,United States,42,Female,Smart TV
3,Premium,13,3/8/2022,1/7/2023,305,Canada,50,Male,Smart TV
1,Basic,10,8/15/2022,6/30/2023,319,United States,30,Male,Smartphone
1,Basic,10,8/20/2022,1/7/2023,140,United States,47,Female,Smartphone
1,Basic,14,8/21/2022,6/30/2023,313,Canada,32,Female,Laptop
2,Standard,11,8/30/2022,2/7/2023,161,United Kingdom,31,Female,Tablet
3,Premium,15,1/9/2022,6/29/2023,536,Australia,37,Male,Laptop
1,Basic,14,2/9/2022,3/7/2023,391,Germany,32,Female,Smartphone
1,Basic,12,4/9/2022,6/30/2023,447,France,29,Male,Smartphone
3,Premium,12,10/9/2022,2/7/2023,121,Brazil,28,Male,Tablet
2,Standard,11,9/25/2022,6/29/2023,277,Mexico,42,Male,Laptop
2,Standard,12,9/27/2022,3/7/2023,161,Spain,37,Male,Tablet
1,Basic,13,1/10/2022,6/30/2023,536,Italy,38,Female,Laptop
3,Premium,13,6/10/2022,2/7/2023,242,Spain,32,Male,Smart TV
2,Standard,15,7/10/2022,6/30/2023,355,Spain,48,Male,Laptop
1,Basic,13,8/10/2022,3/7/2023,209,United States,46,Female,Smart TV
2,Standard,14,8/10/2022,1/7/2023,150,Canada,30,Male,Tablet
3,Premium,10,8/10/2022,3/7/2023,209,United States,40,Female,Smart TV
1,Basic,13,8/10/2022,6/29/2023,323,United States,29,Male,Smart TV
3,Premium,15,8/10/2022,2/7/2023,181,Canada,41,Male,Tablet
2,Standard,15,10/10/2022,1/7/2023,89,United Kingdom,32,Male,Laptop
1,Basic,12,10/19/2022,2/7/2023,111,Australia,44,Female,Smart TV
2,Standard,15,10/20/2022,6/29/2023,252,Germany,41,Male,Laptop
3,Premium,12,10/26/2022,1/7/2023,73,France,50,Female,Smartphone
1,Basic,14,10/29/2022,6/30/2023,244,Brazil,33,Female,Tablet
2,Standard,10,10/31/2022,2/7/2023,99,Mexico,34,Female,Smart TV
3,Premium,15,11/11/2022,6/29/2023,230,Spain,40,Male,Smartphone
1,Basic,14,9/11/2022,1/7/2023,118,Italy,34,Female,Tablet
3,Premium,14,9/11/2022,1/7/2023,118,Spain,27,Female,Smart TV
1,Basic,13,7/11/2022,1/7/2023,180,Spain,34,Male,Tablet
2,Standard,13,8/11/2022,6/30/2023,323,United States,28,Male,Tablet
2,Standard,14,5/11/2022,1/7/2023,241,Canada,37,Female,Smart TV
1,Basic,10,10/25/2022,1/7/2023,74,United States,27,Female,Laptop
3,Premium,13,10/23/2022,2/7/2023,107,United States,33,Female,Laptop
1,Basic,11,10/20/2022,2/7/2023,110,Canada,42,Male,Laptop
2,Standard,11,10/14/2022,1/7/2023,85,United Kingdom,49,Male,Smartphone
3,Premium,13,8/29/2022,6/30/2023,305,Australia,44,Male,Smart TV
1,Basic,10,8/18/2022,1/7/2023,142,Germany,47,Male,Laptop
3,Premium,13,8/13/2022,2/7/2023,178,France,33,Male,Laptop
1,Basic,11,11/8/2022,2/7/2023,91,Brazil,37,Male,Smart TV
2,Standard,10,11/8/2022,1/7/2023,60,Mexico,35,Male,Laptop
2,Standard,11,6/8/2022,1/7/2023,213,Spain,34,Female,Smartphone
1,Basic,10,7/8/2022,2/7/2023,214,Italy,44,Male,Smartphone
3,Premium,15,7/18/2022,2/7/2023,204,Spain,29,Male,Tablet
1,Basic,10,7/17/2022,6/30/2023,348,Spain,38,Male,Smartphone
2,Standard,14,7/15/2022,2/7/2023,207,United States,46,Male,Smart TV
3,Premium,10,7/14/2022,2/7/2023,208,Canada,29,Male,Tablet
1,Basic,12,6/26/2022,3/7/2023,254,United States,48,Female,Smart TV
3,Premium,10,6/26/2022,6/29/2023,368,United States,36,Male,Smart TV
1,Basic,12,6/22/2022,1/7/2023,199,Canada,43,Male,Laptop
2,Standard,15,6/23/2022,1/7/2023,198,United Kingdom,42,Female,Smart TV
2,Standard,10,6/24/2022,2/7/2023,228,Australia,50,Male,Tablet
1,Basic,13,6/26/2022,6/29/2023,368,Germany,39,Male,Laptop
3,Premium,14,6/28/2022,1/7/2023,193,France,43,Female,Laptop
1,Basic,10,6/29/2022,2/7/2023,223,Brazil,50,Female,Tablet
2,Standard,12,6/26/2022,2/7/2023,226,Mexico,51,Male,Laptop
3,Premium,14,6/26/2022,6/30/2023,369,Spain,40,Male,Tablet
1,Basic,10,6/20/2022,6/30/2023,375,Italy,31,Male,Tablet
3,Premium,12,6/18/2022,3/7/2023,262,Spain,39,Female,Smartphone
1,Basic,10,6/16/2022,1/7/2023,205,Spain,49,Female,Tablet
2,Standard,10,6/16/2022,6/30/2023,379,United States,34,Female,Laptop
2,Standard,13,6/17/2022,6/30/2023,378,Canada,38,Male,Smartphone
1,Basic,15,6/20/2022,2/7/2023,232,United States,36,Female,Laptop
3,Premium,10,6/24/2022,1/7/2023,197,United States,42,Female,Smart TV
1,Basic,14,6/27/2022,1/7/2023,194,Canada,50,Male,Tablet
2,Standard,10,2/7/2022,1/7/2023,334,United Kingdom,42,Female,Laptop
3,Premium,14,4/7/2022,2/7/2023,306,Australia,35,Female,Laptop
1,Basic,15,7/15/2022,6/30/2023,350,Germany,46,Female,Tablet
3,Premium,15,7/23/2022,1/7/2023,168,France,48,Male,Laptop
1,Basic,12,7/29/2022,1/7/2023,162,Brazil,43,Female,Laptop
2,Standard,13,1/8/2022,1/7/2023,364,Mexico,51,Female,Tablet
2,Standard,13,12/8/2022,3/7/2023,89,Spain,45,Male,Smart TV
1,Basic,10,8/14/2022,6/30/2023,320,Italy,46,Male,Laptop
3,Premium,12,8/16/2022,4/7/2023,234,Spain,42,Female,Laptop
1,Basic,10,8/26/2022,6/30/2023,308,Spain,42,Female,Smartphone
2,Standard,13,8/31/2022,3/7/2023,188,United States,50,Male,Tablet
3,Premium,12,2/9/2022,6/30/2023,506,Canada,28,Male,Smart TV
1,Basic,15,3/9/2022,3/7/2023,363,United States,44,Female,Tablet
1,Basic,10,5/9/2022,1/7/2023,243,United States,36,Male,Tablet
1,Basic,14,10/9/2022,2/7/2023,121,Canada,37,Female,Laptop
2,Standard,12,9/17/2022,1/7/2023,112,United Kingdom,36,Male,Smartphone
3,Premium,13,9/28/2022,3/7/2023,160,Australia,31,Male,Smartphone
1,Basic,12,2/10/2022,6/30/2023,505,Germany,36,Female,Smart TV
1,Basic,15,5/10/2022,3/7/2023,301,France,39,Female,Laptop
3,Premium,11,7/10/2022,6/30/2023,355,Brazil,45,Female,Laptop
2,Standard,13,8/10/2022,3/7/2023,209,Mexico,29,Male,Smart TV
2,Standard,15,8/10/2022,1/7/2023,150,Spain,45,Male,Smartphone
1,Basic,11,9/10/2022,3/7/2023,178,Italy,29,Male,Smart TV
3,Premium,10,9/10/2022,6/30/2023,293,Spain,28,Female,Smart TV
2,Standard,12,10/10/2022,2/7/2023,120,Spain,42,Female,Smart TV
1,Basic,11,10/14/2022,1/7/2023,85,United States,36,Female,Smartphone
2,Standard,15,10/16/2022,3/7/2023,142,Canada,39,Male,Smart TV
3,Premium,11,10/21/2022,6/29/2023,251,United States,36,Male,Smart TV
1,Basic,15,10/25/2022,1/7/2023,74,United States,49,Male,Laptop
3,Premium,11,10/30/2022,1/7/2023,69,Canada,32,Female,Tablet
2,Standard,12,10/31/2022,2/7/2023,99,United Kingdom,40,Female,Smartphone
1,Basic,12,8/11/2022,1/7/2023,149,Australia,34,Male,Smartphone
2,Standard,15,9/11/2022,1/7/2023,118,Germany,35,Male,Smartphone
3,Premium,11,7/11/2022,1/7/2023,180,France,44,Female,Smart TV
1,Basic,13,8/11/2022,3/7/2023,208,Brazil,47,Female,Smartphone
2,Standard,14,8/11/2022,3/7/2023,208,Mexico,33,Female,Laptop
3,Premium,11,10/31/2022,2/7/2023,99,Spain,45,Male,Tablet
1,Basic,14,10/28/2022,1/7/2023,71,Italy,42,Female,Tablet
3,Premium,15,10/25/2022,2/7/2023,105,Spain,46,Male,Tablet
1,Basic,14,10/18/2022,2/7/2023,112,Spain,51,Male,Tablet
2,Standard,15,9/25/2022,2/7/2023,135,United States,41,Female,Laptop
2,Standard,10,8/26/2022,1/7/2023,134,Canada,50,Female,Tablet
1,Basic,10,8/20/2022,2/7/2023,171,United States,49,Female,Smartphone
3,Premium,12,12/8/2022,3/7/2023,89,United States,34,Female,Laptop
1,Basic,13,12/8/2022,3/7/2023,89,Canada,38,Female,Tablet
2,Standard,13,11/8/2022,1/7/2023,60,United Kingdom,46,Male,Smart TV
3,Premium,14,11/8/2022,2/7/2023,91,Australia,42,Male,Smart TV
1,Basic,12,10/8/2022,2/7/2023,122,Germany,46,Male,Laptop
3,Premium,10,7/31/2022,3/7/2023,219,France,51,Female,Smart TV
1,Basic,12,7/17/2022,6/30/2023,348,Brazil,35,Male,Smart TV
2,Standard,10,7/15/2022,2/7/2023,207,Mexico,34,Female,Smartphone
2,Standard,14,5/7/2022,2/7/2023,276,Spain,31,Female,Laptop
1,Basic,12,1/7/2022,3/7/2023,424,Italy,36,Female,Tablet
3,Premium,15,1/7/2022,6/30/2023,539,Spain,28,Male,Smart TV
1,Basic,15,6/26/2022,1/7/2023,195,Spain,29,Female,Smartphone
2,Standard,12,6/27/2022,2/7/2023,225,United States,42,Female,Smart TV
3,Premium,10,6/28/2022,2/7/2023,224,Canada,35,Female,Smartphone
1,Basic,12,6/28/2022,6/30/2023,367,United States,32,Female,Laptop
3,Premium,10,6/29/2022,1/7/2023,192,United States,43,Female,Tablet
1,Basic,10,6/26/2022,2/7/2023,226,Canada,29,Male,Smartphone
2,Standard,13,6/26/2022,2/7/2023,226,United Kingdom,35,Female,Tablet
2,Standard,14,6/24/2022,6/30/2023,371,Australia,27,Female,Tablet
1,Basic,13,6/21/2022,1/7/2023,200,Germany,38,Male,Tablet
3,Premium,13,6/22/2022,3/7/2023,258,France,33,Male,Smart TV
1,Basic,11,6/18/2022,2/7/2023,234,Brazil,48,Male,Laptop
2,Standard,10,6/18/2022,2/7/2023,234,Mexico,51,Female,Laptop
3,Premium,10,6/20/2022,1/7/2023,201,Spain,40,Female,Smartphone
1,Basic,13,6/23/2022,3/7/2023,257,Italy,28,Male,Smartphone
3,Premium,10,6/26/2022,1/7/2023,195,Spain,46,Female,Laptop
1,Basic,12,2/7/2022,1/7/2023,334,Spain,28,Female,Tablet
2,Standard,12,4/7/2022,1/7/2023,275,United States,47,Male,Tablet
2,Standard,10,7/7/2022,2/7/2023,215,Canada,47,Male,Smartphone
1,Basic,13,7/14/2022,1/7/2023,177,United States,50,Male,Smartphone
3,Premium,13,7/20/2022,1/7/2023,171,United States,50,Female,Smart TV
1,Basic,15,7/23/2022,2/7/2023,199,Canada,29,Male,Smartphone
2,Standard,15,7/30/2022,1/7/2023,161,United Kingdom,38,Male,Tablet
3,Premium,11,12/8/2022,3/7/2023,89,Australia,40,Female,Tablet
1,Basic,14,8/14/2022,1/7/2023,146,Germany,43,Male,Smartphone
3,Premium,14,8/22/2022,4/7/2023,228,France,27,Female,Smartphone
1,Basic,10,8/29/2022,6/30/2023,305,Brazil,37,Female,Tablet
2,Standard,12,2/9/2022,3/7/2023,391,Mexico,30,Male,Smartphone
2,Standard,13,3/9/2022,1/7/2023,304,Spain,50,Male,Laptop
1,Basic,11,4/9/2022,4/7/2023,363,Italy,51,Male,Smartphone
3,Premium,13,6/9/2022,1/7/2023,212,Spain,37,Female,Laptop
1,Basic,14,10/9/2022,2/7/2023,121,Spain,35,Female,Tablet
2,Standard,12,9/20/2022,1/7/2023,109,United States,35,Male,Tablet
3,Premium,11,9/26/2022,3/7/2023,162,Canada,46,Male,Tablet
1,Basic,13,4/10/2022,1/7/2023,272,United States,27,Male,Tablet
1,Basic,13,6/10/2022,3/7/2023,270,United States,27,Male,Laptop
1,Basic,13,7/10/2022,1/7/2023,181,Canada,39,Female,Laptop
2,Standard,15,8/10/2022,3/7/2023,209,United Kingdom,51,Male,Tablet
3,Premium,14,9/10/2022,1/7/2023,119,Australia,41,Male,Smartphone
1,Basic,15,10/10/2022,3/7/2023,148,Germany,30,Female,Smart TV
1,Basic,11,10/10/2022,6/30/2023,263,France,46,Male,Laptop
3,Premium,14,10/14/2022,2/7/2023,116,Brazil,31,Male,Tablet
2,Standard,13,10/15/2022,1/7/2023,84,Mexico,49,Male,Smartphone
2,Standard,12,10/17/2022,3/7/2023,141,Spain,39,Female,Tablet
1,Basic,11,10/23/2022,1/7/2023,76,Italy,47,Male,Smartphone
3,Premium,15,10/27/2022,2/7/2023,103,Spain,36,Female,Tablet
2,Standard,14,10/29/2022,2/7/2023,101,Spain,42,Female,Tablet
1,Basic,15,5/11/2022,2/7/2023,272,United States,28,Female,Smart TV
2,Standard,15,7/11/2022,2/7/2023,211,Canada,43,Male,Tablet
3,Premium,10,8/11/2022,2/7/2023,180,United States,50,Female,Laptop
1,Basic,15,9/11/2022,1/7/2023,118,United States,30,Female,Tablet
3,Premium,10,10/11/2022,3/7/2023,147,Canada,34,Female,Laptop
2,Standard,13,2/11/2022,3/7/2023,389,United Kingdom,35,Female,Laptop
1,Basic,11,10/31/2022,2/7/2023,99,Australia,29,Male,Tablet
2,Standard,15,10/29/2022,2/7/2023,101,Germany,33,Male,Smart TV
3,Premium,12,10/22/2022,3/7/2023,136,France,47,Male,Laptop
1,Basic,14,10/20/2022,2/7/2023,110,Brazil,32,Female,Tablet
2,Standard,15,10/21/2022,4/7/2023,168,Mexico,34,Female,Tablet
3,Premium,13,10/10/2022,2/7/2023,120,Spain,46,Male,Smart TV
1,Basic,15,6/9/2022,3/7/2023,271,Italy,31,Male,Tablet
3,Premium,12,6/9/2022,3/7/2023,271,Spain,40,Female,Tablet
1,Basic,11,8/13/2022,3/7/2023,206,Spain,38,Female,Tablet
2,Standard,11,8/13/2022,1/7/2023,147,United States,31,Male,Smart TV
2,Standard,12,8/13/2022,2/7/2023,178,Canada,46,Female,Smartphone
1,Basic,11,6/8/2022,3/7/2023,272,United States,43,Male,Smart TV
3,Premium,15,6/8/2022,3/7/2023,272,United States,38,Female,Laptop
1,Basic,15,7/22/2022,6/30/2023,343,Canada,38,Female,Laptop
2,Standard,14,7/17/2022,2/7/2023,205,United Kingdom,27,Male,Laptop
3,Premium,12,9/7/2022,2/7/2023,153,Australia,49,Female,Tablet
1,Basic,11,4/7/2022,3/7/2023,334,Germany,33,Male,Smartphone
3,Premium,10,6/27/2022,6/30/2023,368,France,40,Female,Smartphone
